Age,Club,Club Logo,Flag,ID,Name,Nationality,Overall,Photo,Potential,Special,EUR_value,EUR_wage
24,Pachuca,https://cdn.sofifa.org/24/18/teams/110147.png,https://cdn.sofifa.org/flags/55.png,214817,A. Sagal,Chile,71,https://cdn.sofifa.org/48/18/players/214817.png,76,1869,3200000.0,20000.0
30,Monterrey,https://cdn.sofifa.org/24/18/teams/1032.png,https://cdn.sofifa.org/flags/52.png,157217,N. Cardozo,Argentina,71,https://cdn.sofifa.org/48/18/players/157217.png,71,1975,2200000.0,35000.0
36,Sampdoria,https://cdn.sofifa.org/24/18/teams/1837.png,https://cdn.sofifa.org/flags/27.png,159265,C. Puggioni,Italy,71,https://cdn.sofifa.org/48/18/players/159265.png,71,1161,325000.0,11000.0
32,Houston Dynamo,https://cdn.sofifa.org/24/18/teams/698.png,https://cdn.sofifa.org/flags/87.png,197154,A. Machado,Panama,71,https://cdn.sofifa.org/48/18/players/197154.png,71,1580,1400000.0,6000.0
29,Al Fayha,https://cdn.sofifa.org/24/18/teams/113057.png,https://cdn.sofifa.org/flags/104.png,210466,Gégé,Cape Verde,71,https://cdn.sofifa.org/48/18/players/210466.png,71,1625,1800000.0,15000.0
28,Dijon FCO,https://cdn.sofifa.org/24/18/teams/110569.png,https://cdn.sofifa.org/flags/104.png,210722,J. Tavares,Cape Verde,71,https://cdn.sofifa.org/48/18/players/210722.png,71,1548,2400000.0,16000.0
22,Deportivo Alavés,https://cdn.sofifa.org/24/18/teams/463.png,https://cdn.sofifa.org/flags/18.png,211234,E. Fernández,France,71,https://cdn.sofifa.org/48/18/players/211234.png,78,1677,3300000.0,14000.0
32,Lechia Gda?sk,https://cdn.sofifa.org/24/18/teams/111091.png,https://cdn.sofifa.org/flags/38.png,194082,Flavio Paixão,Portugal,71,https://cdn.sofifa.org/48/18/players/194082.png,71,1780,1800000.0,7000.0
24,Queens Park Rangers,https://cdn.sofifa.org/24/18/teams/15.png,https://cdn.sofifa.org/flags/195.png,205347,M. Luongo,Australia,71,https://cdn.sofifa.org/48/18/players/205347.png,76,1886,3100000.0,18000.0
22,Newcastle United,https://cdn.sofifa.org/24/18/teams/13.png,https://cdn.sofifa.org/flags/14.png,206115,I. Hayden,England,71,https://cdn.sofifa.org/48/18/players/206115.png,79,1753,3000000.0,32000.0
29,Associação Chapecoense de Futebol,https://cdn.sofifa.org/24/18/teams/112476.png,https://cdn.sofifa.org/flags/54.png,230435,Luis Couprins,Brazil,71,https://cdn.sofifa.org/48/18/players/230435.png,71,1933,1800000.0,12000.0
29,Puebla,https://cdn.sofifa.org/24/18/teams/110152.png,https://cdn.sofifa.org/flags/83.png,177955,D. Guerrero,Mexico,71,https://cdn.sofifa.org/48/18/players/177955.png,71,1792,1800000.0,33000.0
26,River Plate,https://cdn.sofifa.org/24/18/teams/1876.png,https://cdn.sofifa.org/flags/52.png,215332,C. Auzqui,Argentina,71,https://cdn.sofifa.org/48/18/players/215332.png,72,1878,2800000.0,15000.0
24,FC Utrecht,https://cdn.sofifa.org/24/18/teams/1903.png,https://cdn.sofifa.org/flags/21.png,228644,R. Strieder,Germany,71,https://cdn.sofifa.org/48/18/players/228644.png,75,1752,2600000.0,7000.0
29,Bari,https://cdn.sofifa.org/24/18/teams/1848.png,https://cdn.sofifa.org/flags/54.png,199205,Raphael Martinho,Brazil,71,https://cdn.sofifa.org/48/18/players/199205.png,71,1889,2300000.0,4000.0
33,São Paulo Futebol Clube,https://cdn.sofifa.org/24/18/teams/598.png,https://cdn.sofifa.org/flags/54.png,230181,Heitor Gesse,Brazil,71,https://cdn.sofifa.org/48/18/players/230181.png,71,1862,900000.0,18000.0
29,Gençlerbirli?i SK,https://cdn.sofifa.org/24/18/teams/101025.png,https://cdn.sofifa.org/flags/48.png,199974,A. Özek,Turkey,71,https://cdn.sofifa.org/48/18/players/199974.png,71,1778,2300000.0,14000.0
25,Dijon FCO,https://cdn.sofifa.org/24/18/teams/110569.png,https://cdn.sofifa.org/flags/18.png,213030,J. Marié,France,71,https://cdn.sofifa.org/48/18/players/213030.png,75,1755,3000000.0,13000.0
20,Ipswich Town,https://cdn.sofifa.org/24/18/teams/94.png,https://cdn.sofifa.org/flags/219.png,220198,B. Celina,Kosovo,71,https://cdn.sofifa.org/48/18/players/220198.png,81,1708,3800000.0,51000.0
20,Bournemouth,https://cdn.sofifa.org/24/18/teams/1943.png,https://cdn.sofifa.org/flags/14.png,224294,L. Cook,England,71,https://cdn.sofifa.org/48/18/players/224294.png,84,1866,4600000.0,31000.0
22,New York City Football Club,https://cdn.sofifa.org/24/18/teams/112828.png,https://cdn.sofifa.org/flags/72.png,232230,R. Matarrita,Costa Rica,71,https://cdn.sofifa.org/48/18/players/232230.png,78,1844,2800000.0,5000.0
29,Salernitana,https://cdn.sofifa.org/24/18/teams/110373.png,https://cdn.sofifa.org/flags/27.png,178470,L. Vitale,Italy,71,https://cdn.sofifa.org/48/18/players/178470.png,71,1973,1800000.0,4000.0
27,PAOK Thessaloniki,https://cdn.sofifa.org/24/18/teams/393.png,https://cdn.sofifa.org/flags/18.png,194086,D. Lévêque,France,71,https://cdn.sofifa.org/48/18/players/194086.png,72,1680,2200000.0,1000.0
25,New England Revolution,https://cdn.sofifa.org/24/18/teams/691.png,https://cdn.sofifa.org/flags/95.png,206631,K. Rowe,United States,71,https://cdn.sofifa.org/48/18/players/206631.png,75,1955,3100000.0,6000.0
29,Urawa Red Diamonds,https://cdn.sofifa.org/24/18/teams/111575.png,https://cdn.sofifa.org/flags/163.png,217639,Y. Kashiwagi,Japan,71,https://cdn.sofifa.org/48/18/players/217639.png,71,1827,2300000.0,10000.0
33,Everton de Viña del Mar,https://cdn.sofifa.org/24/18/teams/112584.png,https://cdn.sofifa.org/flags/55.png,160039,M. Hascien,Chile,71,https://cdn.sofifa.org/48/18/players/160039.png,71,1831,900000.0,3000.0
24,SK Rapid Wien,https://cdn.sofifa.org/24/18/teams/254.png,https://cdn.sofifa.org/flags/10.png,223272,I. Mo?ini?,Croatia,71,https://cdn.sofifa.org/48/18/players/223272.png,77,1843,3200000.0,14000.0
32,CD Tenerife,https://cdn.sofifa.org/24/18/teams/260.png,https://cdn.sofifa.org/flags/45.png,161832,Víctor Casadesús,Spain,71,https://cdn.sofifa.org/48/18/players/161832.png,71,1852,1900000.0,8000.0
30,RC Strasbourg,https://cdn.sofifa.org/24/18/teams/76.png,https://cdn.sofifa.org/flags/18.png,240936,J. Grimm,France,71,https://cdn.sofifa.org/48/18/players/240936.png,71,1691,1800000.0,15000.0
27,Legia Warszawa,https://cdn.sofifa.org/24/18/teams/1871.png,https://cdn.sofifa.org/flags/18.png,201257,T. Moulin,France,71,https://cdn.sofifa.org/48/18/players/201257.png,72,1971,2200000.0,7000.0
22,Nottingham Forest,https://cdn.sofifa.org/24/18/teams/14.png,https://cdn.sofifa.org/flags/14.png,210985,B. Osborn,England,71,https://cdn.sofifa.org/48/18/players/210985.png,77,1849,3200000.0,18000.0
25,Fluminense Football Club,https://cdn.sofifa.org/24/18/teams/567.png,https://cdn.sofifa.org/flags/54.png,230441,Vieiraldo Junior,Brazil,71,https://cdn.sofifa.org/48/18/players/230441.png,71,1783,2100000.0,22000.0
33,Clube Atlético Mineiro,https://cdn.sofifa.org/24/18/teams/1035.png,https://cdn.sofifa.org/flags/54.png,236073,Alam Lindeiro,Brazil,71,https://cdn.sofifa.org/48/18/players/236073.png,71,1807,900000.0,21000.0
30,PAOK Thessaloniki,https://cdn.sofifa.org/24/18/teams/393.png,https://cdn.sofifa.org/flags/22.png,185129,P. Glykos,Greece,71,https://cdn.sofifa.org/48/18/players/185129.png,71,1119,1500000.0,1000.0
32,Bahía Blanca,https://cdn.sofifa.org/24/18/teams/110398.png,https://cdn.sofifa.org/flags/52.png,188201,T. Costa,Argentina,71,https://cdn.sofifa.org/48/18/players/188201.png,71,1846,1800000.0,8000.0
34,FC Lausanne-Sports,https://cdn.sofifa.org/24/18/teams/1862.png,https://cdn.sofifa.org/flags/47.png,52778,A. Rochat,Switzerland,71,https://cdn.sofifa.org/48/18/players/52778.png,71,1903,725000.0,8000.0
29,Ventforet Kofu,https://cdn.sofifa.org/24/18/teams/113162.png,https://cdn.sofifa.org/flags/54.png,202283,Lins,Brazil,71,https://cdn.sofifa.org/48/18/players/202283.png,71,1738,2400000.0,5000.0
33,Botafogo de Futebol e Regatas,https://cdn.sofifa.org/24/18/teams/517.png,https://cdn.sofifa.org/flags/54.png,236075,Enzo Merques,Brazil,71,https://cdn.sofifa.org/48/18/players/236075.png,71,2004,900000.0,12000.0
24,FC St. Pauli,https://cdn.sofifa.org/24/18/teams/110329.png,https://cdn.sofifa.org/flags/21.png,209196,P. Ziereis,Germany,71,https://cdn.sofifa.org/48/18/players/209196.png,76,1572,2700000.0,11000.0
27,Stade Brestois 29,https://cdn.sofifa.org/24/18/teams/378.png,https://cdn.sofifa.org/flags/18.png,228908,J. Berthomier,France,71,https://cdn.sofifa.org/48/18/players/228908.png,71,2009,2500000.0,6000.0
25,Sociedade Esportiva Palmeiras,https://cdn.sofifa.org/24/18/teams/383.png,https://cdn.sofifa.org/flags/54.png,236076,Marlion Simões,Brazil,71,https://cdn.sofifa.org/48/18/players/236076.png,71,1881,2000000.0,20000.0
28,Grupo Desportivo de Chaves,https://cdn.sofifa.org/24/18/teams/518.png,https://cdn.sofifa.org/flags/38.png,219181,Pedro Tiba,Portugal,71,https://cdn.sofifa.org/48/18/players/219181.png,71,1910,2400000.0,9000.0
21,UD Almería,https://cdn.sofifa.org/24/18/teams/1861.png,https://cdn.sofifa.org/flags/45.png,224045,Juan Muñoz,Spain,71,https://cdn.sofifa.org/48/18/players/224045.png,76,1614,3200000.0,10000.0
20,Birmingham City,https://cdn.sofifa.org/24/18/teams/88.png,https://cdn.sofifa.org/flags/14.png,226093,C. Adams,England,71,https://cdn.sofifa.org/48/18/players/226093.png,81,1850,3900000.0,18000.0
24,New England Revolution,https://cdn.sofifa.org/24/18/teams/691.png,https://cdn.sofifa.org/flags/95.png,197166,J. Agudelo,United States,71,https://cdn.sofifa.org/48/18/players/197166.png,75,1749,3100000.0,6000.0
29,Racing Club de Avellaneda,https://cdn.sofifa.org/24/18/teams/101085.png,https://cdn.sofifa.org/flags/52.png,199726,M. Torsiglieri,Argentina,71,https://cdn.sofifa.org/48/18/players/199726.png,71,1629,1800000.0,12000.0
33,Córdoba CF,https://cdn.sofifa.org/24/18/teams/1867.png,https://cdn.sofifa.org/flags/37.png,148526,P. Kieszek,Poland,71,https://cdn.sofifa.org/48/18/players/148526.png,71,1165,1200000.0,6000.0
33,CD Antofagasta,https://cdn.sofifa.org/24/18/teams/112533.png,https://cdn.sofifa.org/flags/55.png,160046,M. Parediso,Chile,71,https://cdn.sofifa.org/48/18/players/160046.png,71,1789,900000.0,3000.0
24,Brentford,https://cdn.sofifa.org/24/18/teams/1925.png,https://cdn.sofifa.org/flags/14.png,198704,J. McEachran,England,71,https://cdn.sofifa.org/48/18/players/198704.png,76,1888,3100000.0,26000.0
24,Leeds United,https://cdn.sofifa.org/24/18/teams/8.png,https://cdn.sofifa.org/flags/14.png,205360,K. Roofe,England,71,https://cdn.sofifa.org/48/18/players/205360.png,76,1930,3200000.0,21000.0
25,Crotone,https://cdn.sofifa.org/24/18/teams/110734.png,https://cdn.sofifa.org/flags/60.png,192816,L. Cabrera,Uruguay,71,https://cdn.sofifa.org/48/18/players/192816.png,76,1693,2700000.0,9000.0
29,,https://cdn.sofifa.org/flags/53.png,https://cdn.sofifa.org/flags/53.png,196913,J. Campos,Bolivia,71,https://cdn.sofifa.org/48/18/players/196913.png,71,1758,0.0,0.0
24,New York Red Bulls,https://cdn.sofifa.org/24/18/teams/689.png,https://cdn.sofifa.org/flags/82.png,220209,K. Lawrence,Jamaica,71,https://cdn.sofifa.org/48/18/players/220209.png,76,1813,2600000.0,5000.0
25,Rubin Kazan,https://cdn.sofifa.org/24/18/teams/110227.png,https://cdn.sofifa.org/flags/10.png,232241,M. Caktaš,Croatia,71,https://cdn.sofifa.org/48/18/players/232241.png,76,1925,3100000.0,27000.0
26,Angers SCO,https://cdn.sofifa.org/24/18/teams/1530.png,https://cdn.sofifa.org/flags/18.png,186161,G. Sunu,France,71,https://cdn.sofifa.org/48/18/players/186161.png,72,1786,2800000.0,18000.0
28,Huddersfield Town,https://cdn.sofifa.org/24/18/teams/1939.png,https://cdn.sofifa.org/flags/95.png,198194,D. Williams,United States,71,https://cdn.sofifa.org/48/18/players/198194.png,71,2004,2400000.0,33000.0
29,FC Utrecht,https://cdn.sofifa.org/24/18/teams/1903.png,https://cdn.sofifa.org/flags/34.png,172850,R. Leeuwin,Netherlands,71,https://cdn.sofifa.org/48/18/players/172850.png,71,1755,1800000.0,9000.0
30,Sporting Kansas City,https://cdn.sofifa.org/24/18/teams/696.png,https://cdn.sofifa.org/flags/81.png,186674,R. Espinoza,Honduras,71,https://cdn.sofifa.org/48/18/players/186674.png,71,1992,2200000.0,7000.0
26,CD Tenerife,https://cdn.sofifa.org/24/18/teams/260.png,https://cdn.sofifa.org/flags/45.png,198964,Tyronne,Spain,71,https://cdn.sofifa.org/48/18/players/198964.png,72,1758,2800000.0,7000.0
26,Minnesota United,https://cdn.sofifa.org/24/18/teams/111138.png,https://cdn.sofifa.org/flags/95.png,207669,E. Finlay,United States,71,https://cdn.sofifa.org/48/18/players/207669.png,71,1781,2500000.0,7000.0
24,LA Galaxy,https://cdn.sofifa.org/24/18/teams/697.png,https://cdn.sofifa.org/flags/38.png,213557,João Pedro,Portugal,71,https://cdn.sofifa.org/48/18/players/213557.png,75,1920,3000000.0,6000.0
32,Deportes Tolima,https://cdn.sofifa.org/24/18/teams/111722.png,https://cdn.sofifa.org/flags/56.png,160309,A. Rivas,Colombia,71,https://cdn.sofifa.org/48/18/players/160309.png,71,1872,1400000.0,1000.0
24,Hannover 96,https://cdn.sofifa.org/24/18/teams/485.png,https://cdn.sofifa.org/flags/13.png,201526,U. Bech,Denmark,71,https://cdn.sofifa.org/48/18/players/201526.png,75,1694,3100000.0,23000.0
28,Rio Ave FC,https://cdn.sofifa.org/24/18/teams/744.png,https://cdn.sofifa.org/flags/54.png,192310,Lionn,Brazil,71,https://cdn.sofifa.org/48/18/players/192310.png,71,1853,1900000.0,7000.0
27,Brøndby IF,https://cdn.sofifa.org/24/18/teams/269.png,https://cdn.sofifa.org/flags/46.png,198455,J. Larsson,Sweden,71,https://cdn.sofifa.org/48/18/players/198455.png,72,1992,2200000.0,13000.0
24,Crystal Palace,https://cdn.sofifa.org/24/18/teams/1799.png,https://cdn.sofifa.org/flags/117.png,200759,J. Schlupp,Ghana,71,https://cdn.sofifa.org/48/18/players/200759.png,76,1951,2600000.0,27000.0
21,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,https://cdn.sofifa.org/flags/38.png,224567,André Leal,Portugal,71,https://cdn.sofifa.org/48/18/players/224567.png,80,1838,3700000.0,6000.0
28,Middlesbrough,https://cdn.sofifa.org/24/18/teams/12.png,https://cdn.sofifa.org/flags/14.png,170039,R. Shotton,England,71,https://cdn.sofifa.org/48/18/players/170039.png,71,1755,1900000.0,13000.0
30,ES Troyes AC,https://cdn.sofifa.org/24/18/teams/294.png,https://cdn.sofifa.org/flags/18.png,181559,F. Bellugou,France,71,https://cdn.sofifa.org/48/18/players/181559.png,71,1746,1800000.0,15000.0
33,La Equidad,https://cdn.sofifa.org/24/18/teams/112523.png,https://cdn.sofifa.org/flags/56.png,196151,S. Motta,Colombia,71,https://cdn.sofifa.org/48/18/players/196151.png,71,1896,1400000.0,2000.0
26,AS Saint-Étienne,https://cdn.sofifa.org/24/18/teams/1819.png,https://cdn.sofifa.org/flags/54.png,197688,Gabriel Silva,Brazil,71,https://cdn.sofifa.org/48/18/players/197688.png,73,1922,2300000.0,21000.0
28,Benevento Calcio,https://cdn.sofifa.org/24/18/teams/112026.png,https://cdn.sofifa.org/flags/27.png,185144,M. Coda,Italy,71,https://cdn.sofifa.org/48/18/players/185144.png,71,1578,2400000.0,22000.0
31,FC Lorient,https://cdn.sofifa.org/24/18/teams/217.png,https://cdn.sofifa.org/flags/97.png,192824,W. Mesloub,Algeria,71,https://cdn.sofifa.org/48/18/players/192824.png,71,2000,1600000.0,6000.0
23,KV Mechelen,https://cdn.sofifa.org/24/18/teams/110724.png,https://cdn.sofifa.org/flags/7.png,205369,R. Schoofs,Belgium,71,https://cdn.sofifa.org/48/18/players/205369.png,76,1887,3100000.0,10000.0
29,FC Anzhi Makhachkala,https://cdn.sofifa.org/24/18/teams/100766.png,https://cdn.sofifa.org/flags/191.png,217657,V. Afonin,Uzbekistan,71,https://cdn.sofifa.org/48/18/players/217657.png,71,1904,1800000.0,15000.0
22,Rubin Kazan,https://cdn.sofifa.org/24/18/teams/110227.png,https://cdn.sofifa.org/flags/40.png,222265,E. Nabiullin,Russia,71,https://cdn.sofifa.org/48/18/players/222265.png,80,1737,3100000.0,23000.0
19,FC Barcelona B,https://cdn.sofifa.org/24/18/teams/110704.png,https://cdn.sofifa.org/flags/54.png,237369,Vitinho,Brazil,71,https://cdn.sofifa.org/48/18/players/237369.png,86,1659,5000000.0,4000.0
34,Parma,https://cdn.sofifa.org/24/18/teams/50.png,https://cdn.sofifa.org/flags/27.png,137786,V. Di Cesare,Italy,71,https://cdn.sofifa.org/48/18/players/137786.png,71,1419,725000.0,4000.0
23,Toulouse FC,https://cdn.sofifa.org/24/18/teams/1809.png,https://cdn.sofifa.org/flags/118.png,212282,I. Sylla,Guinea,71,https://cdn.sofifa.org/48/18/players/212282.png,75,1915,3100000.0,17000.0
21,Rosenborg BK,https://cdn.sofifa.org/24/18/teams/298.png,https://cdn.sofifa.org/flags/133.png,227642,S. Adegbenro,Nigeria,71,https://cdn.sofifa.org/48/18/players/227642.png,80,1835,3700000.0,5000.0
29,Granada CF,https://cdn.sofifa.org/24/18/teams/110832.png,https://cdn.sofifa.org/flags/45.png,186682,Montoro,Spain,71,https://cdn.sofifa.org/48/18/players/186682.png,71,1848,1800000.0,8000.0
26,Medicana Sivasspor,https://cdn.sofifa.org/24/18/teams/101041.png,https://cdn.sofifa.org/flags/108.png,191034,Cyriac,Ivory Coast,71,https://cdn.sofifa.org/48/18/players/191034.png,71,1804,2600000.0,12000.0
31,Portland Timbers,https://cdn.sofifa.org/24/18/teams/111140.png,https://cdn.sofifa.org/flags/56.png,203067,D. Chará,Colombia,71,https://cdn.sofifa.org/48/18/players/203067.png,71,1919,1600000.0,6000.0
22,Ferrara (SPAL),https://cdn.sofifa.org/24/18/teams/112791.png,https://cdn.sofifa.org/flags/27.png,220475,A. Grassi,Italy,71,https://cdn.sofifa.org/48/18/players/220475.png,80,1896,3600000.0,32000.0
29,Sport Club do Recife,https://cdn.sofifa.org/24/18/teams/111057.png,https://cdn.sofifa.org/flags/54.png,230459,Tiago Pombeira,Brazil,71,https://cdn.sofifa.org/48/18/players/230459.png,71,1742,2300000.0,13000.0
29,CD Universidad de Concepción,https://cdn.sofifa.org/24/18/teams/112534.png,https://cdn.sofifa.org/flags/55.png,160060,R. Fardenal,Chile,71,https://cdn.sofifa.org/48/18/players/160060.png,71,1589,1800000.0,4000.0
29,Fortuna Düsseldorf,https://cdn.sofifa.org/24/18/teams/110636.png,https://cdn.sofifa.org/flags/21.png,179516,R. Hennings,Germany,71,https://cdn.sofifa.org/48/18/players/179516.png,71,1832,2400000.0,21000.0
38,Crystal Palace,https://cdn.sofifa.org/24/18/teams/1799.png,https://cdn.sofifa.org/flags/52.png,49212,J. Speroni,Argentina,71,https://cdn.sofifa.org/48/18/players/49212.png,71,1079,160000.0,17000.0
26,Girona CF,https://cdn.sofifa.org/24/18/teams/110062.png,https://cdn.sofifa.org/flags/129.png,209981,Y. Bounou,Morocco,71,https://cdn.sofifa.org/48/18/players/209981.png,75,1136,2100000.0,12000.0
23,FC Ingolstadt 04,https://cdn.sofifa.org/24/18/teams/111239.png,https://cdn.sofifa.org/flags/21.png,210237,T. Pledl,Germany,71,https://cdn.sofifa.org/48/18/players/210237.png,78,1838,3300000.0,14000.0
37,Heart of Midlothian,https://cdn.sofifa.org/24/18/teams/80.png,https://cdn.sofifa.org/flags/35.png,17725,A. Hughes,Northern Ireland,71,https://cdn.sofifa.org/48/18/players/17725.png,71,1482,325000.0,5000.0
24,Stade Rennais FC,https://cdn.sofifa.org/24/18/teams/74.png,https://cdn.sofifa.org/flags/38.png,223293,Afonso Figueiredo,Portugal,71,https://cdn.sofifa.org/48/18/players/223293.png,74,1813,2500000.0,13000.0
21,AS Saint-Étienne,https://cdn.sofifa.org/24/18/teams/1819.png,https://cdn.sofifa.org/flags/18.png,225085,J. Bamba,France,71,https://cdn.sofifa.org/48/18/players/225085.png,82,1828,4099999.9999999995,20000.0
30,Evkur Yeni Malatyaspor,https://cdn.sofifa.org/24/18/teams/113259.png,https://cdn.sofifa.org/flags/136.png,168253,I. Dia,Senegal,71,https://cdn.sofifa.org/48/18/players/168253.png,71,1783,2200000.0,11000.0
34,FC Lugano,https://cdn.sofifa.org/24/18/teams/10032.png,https://cdn.sofifa.org/flags/27.png,52797,C. Ledesma,Italy,71,https://cdn.sofifa.org/48/18/players/52797.png,71,1970,725000.0,6000.0
32,Lechia Gda?sk,https://cdn.sofifa.org/24/18/teams/111091.png,https://cdn.sofifa.org/flags/43.png,185405,D. Kuciak,Slovakia,71,https://cdn.sofifa.org/48/18/players/185405.png,71,1068,1400000.0,5000.0
24,Wolverhampton Wanderers,https://cdn.sofifa.org/24/18/teams/110.png,https://cdn.sofifa.org/flags/14.png,202048,C. Coady,England,71,https://cdn.sofifa.org/48/18/players/202048.png,75,1879,2600000.0,26000.0
31,Amkar Perm,https://cdn.sofifa.org/24/18/teams/110234.png,https://cdn.sofifa.org/flags/37.png,190528,J. Gol,Poland,71,https://cdn.sofifa.org/48/18/players/190528.png,71,1904,2000000.0,16000.0
26,Leeds United,https://cdn.sofifa.org/24/18/teams/8.png,https://cdn.sofifa.org/flags/25.png,197953,E. O'Kane,Republic of Ireland,71,https://cdn.sofifa.org/48/18/players/197953.png,72,1843,2700000.0,24000.0
22,Nottingham Forest,https://cdn.sofifa.org/24/18/teams/14.png,https://cdn.sofifa.org/flags/42.png,209729,B. McKay,Scotland,71,https://cdn.sofifa.org/48/18/players/209729.png,80,1794,3600000.0,20000.0
30,FK Austria Wien,https://cdn.sofifa.org/24/18/teams/256.png,https://cdn.sofifa.org/flags/4.png,161857,F. Klein,Austria,71,https://cdn.sofifa.org/48/18/players/161857.png,71,1942,1700000.0,15000.0
